id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
16097,54,unemployed,divorced,secondary,no,550,no,no,cellular,28,jan,131,1,-1,0,unknown,0
16098,34,management,single,tertiary,no,7263,yes,no,telephone,6,apr,86,1,-1,0,unknown,0
16099,61,admin.,married,tertiary,no,1332,no,no,cellular,12,mar,156,1,-1,0,unknown,1
16100,26,self-employed,single,secondary,no,1018,no,no,cellular,5,feb,101,1,-1,0,unknown,0
16101,38,blue-collar,single,unknown,no,573,yes,no,unknown,12,may,334,7,-1,0,unknown,0
16102,36,entrepreneur,married,primary,no,3352,no,no,cellular,10,jul,503,1,-1,0,unknown,0
16103,40,management,married,secondary,no,106,no,no,unknown,17,jun,676,2,-1,0,unknown,1
16104,54,housemaid,married,unknown,no,0,no,no,cellular,14,apr,94,5,145,3,other,0
16105,51,management,married,tertiary,no,938,no,no,cellular,11,nov,98,2,97,3,failure,0
16106,32,admin.,single,secondary,no,554,yes,no,cellular,28,may,101,2,368,5,failure,0
16107,37,services,married,secondary,no,-1006,yes,yes,cellular,20,apr,226,2,-1,0,unknown,0
16108,35,blue-collar,single,primary,no,-276,yes,no,cellular,13,may,850,1,-1,0,unknown,1
16109,41,technician,married,secondary,no,4004,no,no,cellular,17,apr,314,2,-1,0,unknown,1
16110,35,technician,single,secondary,no,-158,no,no,unknown,26,may,349,2,-1,0,unknown,0
16111,36,blue-collar,married,secondary,no,142,yes,no,cellular,17,apr,251,1,-1,0,unknown,0
16112,46,management,married,tertiary,no,0,no,no,cellular,15,jun,83,4,-1,0,unknown,0
16113,31,management,married,tertiary,no,2,yes,no,cellular,18,nov,224,1,-1,0,unknown,0
16114,41,technician,married,secondary,no,-366,yes,yes,unknown,6,may,29,3,-1,0,unknown,0
16115,37,technician,single,tertiary,no,160,no,no,cellular,29,aug,204,2,-1,0,unknown,0
16116,41,technician,married,secondary,no,459,yes,no,unknown,19,may,102,1,-1,0,unknown,0
16117,80,retired,married,primary,no,155,no,no,telephone,9,dec,343,2,-1,0,unknown,1
16118,52,admin.,divorced,secondary,no,1256,yes,no,cellular,1,apr,498,3,-1,0,unknown,0
16119,24,student,single,secondary,no,7,yes,no,unknown,30,may,86,3,-1,0,unknown,0
16120,39,unemployed,single,secondary,no,2208,no,no,telephone,22,may,23,2,-1,0,unknown,0
16121,36,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,332,1,-1,0,unknown,0
16122,39,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,513,3,176,2,failure,0
16123,44,technician,married,secondary,no,265,yes,no,unknown,28,may,453,2,-1,0,unknown,0
16124,42,blue-collar,married,secondary,no,4900,yes,no,telephone,11,may,231,1,284,2,failure,0
16125,40,blue-collar,married,secondary,no,617,yes,no,cellular,5,may,257,1,-1,0,unknown,0
16126,38,management,married,tertiary,no,546,no,no,cellular,22,aug,82,2,-1,0,unknown,0
16127,37,technician,married,secondary,no,474,yes,no,cellular,14,apr,85,1,322,1,failure,0
16128,64,retired,married,tertiary,no,2139,no,no,cellular,13,jan,230,1,91,2,failure,0
16129,31,entrepreneur,single,tertiary,no,1340,yes,no,unknown,23,may,199,2,-1,0,unknown,0
16130,38,admin.,divorced,secondary,no,485,yes,no,cellular,2,feb,252,1,-1,0,unknown,0
16131,26,blue-collar,single,secondary,no,100,yes,no,unknown,9,may,24,1,-1,0,unknown,0
16132,36,services,single,secondary,no,-295,yes,yes,unknown,27,may,132,3,-1,0,unknown,0
16133,43,management,married,tertiary,no,1646,yes,no,cellular,20,nov,214,1,-1,0,unknown,0
16134,32,services,single,secondary,no,284,yes,no,unknown,28,may,63,2,-1,0,unknown,0
16135,29,admin.,single,secondary,no,124,no,no,cellular,2,feb,94,1,5,2,other,0
16136,49,housemaid,married,primary,no,0,no,no,telephone,16,jul,46,8,-1,0,unknown,0
16137,51,blue-collar,divorced,primary,no,0,yes,no,cellular,21,jul,322,2,-1,0,unknown,0
16138,53,retired,married,primary,no,1068,no,no,cellular,28,jan,200,1,-1,0,unknown,0
16139,52,technician,married,secondary,no,598,no,no,unknown,14,may,266,2,-1,0,unknown,0
16140,60,management,married,tertiary,no,13546,no,no,cellular,17,apr,452,3,-1,0,unknown,1
16141,51,management,divorced,tertiary,no,1267,yes,no,unknown,30,may,254,2,-1,0,unknown,0
16142,32,admin.,single,secondary,no,396,yes,no,cellular,18,may,88,1,364,1,failure,0
16143,59,blue-collar,married,primary,no,914,no,no,cellular,11,aug,139,8,-1,0,unknown,0
16144,24,admin.,married,secondary,no,262,yes,no,unknown,4,jun,69,3,-1,0,unknown,0
16145,30,entrepreneur,married,secondary,no,2926,yes,no,unknown,28,may,238,8,-1,0,unknown,0
16146,36,blue-collar,married,secondary,no,1563,no,no,cellular,29,jul,449,2,-1,0,unknown,0
16147,55,management,married,tertiary,no,10065,no,no,unknown,27,may,50,3,-1,0,unknown,0
16148,29,admin.,single,secondary,no,356,yes,no,unknown,9,may,106,1,-1,0,unknown,0
16149,37,blue-collar,married,primary,no,20,no,yes,telephone,15,jul,469,4,-1,0,unknown,0
16150,32,admin.,married,secondary,no,0,yes,no,cellular,30,jul,71,5,-1,0,unknown,0
16151,56,housemaid,single,secondary,no,68,no,yes,cellular,30,jul,85,3,-1,0,unknown,0
16152,35,admin.,married,secondary,no,1345,yes,no,cellular,23,jul,135,1,-1,0,unknown,0
16153,52,technician,divorced,secondary,no,-558,no,no,cellular,14,aug,152,5,-1,0,unknown,0
16154,31,technician,single,tertiary,no,25,no,no,cellular,26,aug,265,16,-1,0,unknown,0
16155,52,entrepreneur,divorced,tertiary,no,199,yes,yes,cellular,3,feb,373,1,236,2,failure,0
16156,35,management,married,tertiary,no,94,no,no,cellular,22,aug,239,3,-1,0,unknown,0
16157,29,technician,married,tertiary,no,-722,no,yes,unknown,27,jun,121,4,-1,0,unknown,0
16158,42,technician,married,secondary,no,234,no,no,cellular,4,feb,765,2,-1,0,unknown,0
16159,36,admin.,divorced,secondary,no,592,no,no,cellular,6,jul,413,5,-1,0,unknown,0
16160,46,technician,married,tertiary,no,-582,yes,no,cellular,5,may,245,4,354,9,other,0
16161,49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,252,1,168,1,success,1
16162,26,admin.,married,secondary,no,1595,no,no,cellular,15,jun,155,1,105,1,failure,1
16163,52,technician,married,secondary,no,195,yes,no,cellular,17,dec,110,2,205,3,failure,0
16164,47,management,divorced,tertiary,no,310,no,no,cellular,29,aug,136,2,-1,0,unknown,0
16165,25,technician,single,secondary,no,5695,no,no,cellular,16,nov,124,1,-1,0,unknown,0
16166,41,entrepreneur,married,secondary,no,30,no,no,cellular,30,apr,460,1,-1,0,unknown,1
16167,28,self-employed,single,tertiary,no,0,yes,no,cellular,21,jul,479,1,-1,0,unknown,0
16168,50,technician,single,secondary,no,3897,no,no,cellular,26,oct,298,1,-1,0,unknown,0
16169,35,management,married,tertiary,no,1511,yes,no,cellular,12,aug,226,4,-1,0,unknown,0
16170,42,unknown,married,secondary,no,703,yes,no,cellular,10,jul,210,1,-1,0,unknown,0
16171,49,blue-collar,married,secondary,no,611,yes,yes,unknown,14,may,179,1,-1,0,unknown,0
16172,27,admin.,married,secondary,no,3160,yes,no,cellular,5,may,209,5,343,1,failure,0
16173,51,unemployed,married,secondary,no,636,no,no,cellular,30,jan,321,1,-1,0,unknown,0
16174,31,management,married,tertiary,no,927,no,no,cellular,18,aug,100,4,-1,0,unknown,0
16175,33,technician,single,tertiary,no,469,no,no,cellular,26,aug,158,9,-1,0,unknown,0
16176,31,blue-collar,married,secondary,no,3298,yes,no,unknown,21,may,175,2,-1,0,unknown,0
16177,42,management,married,tertiary,no,9261,yes,no,cellular,6,aug,120,2,-1,0,unknown,0
16178,57,services,divorced,secondary,no,4664,no,no,cellular,30,jul,103,1,-1,0,unknown,0
16179,48,retired,married,primary,no,5173,yes,no,unknown,18,jun,88,8,-1,0,unknown,0
16180,31,technician,single,tertiary,no,4979,no,yes,cellular,27,aug,33,2,-1,0,unknown,0
16181,28,blue-collar,married,primary,no,32,yes,no,unknown,27,may,218,1,-1,0,unknown,0
16182,45,blue-collar,married,primary,no,185,no,no,cellular,25,aug,78,4,-1,0,unknown,0
16183,34,management,married,tertiary,no,188,no,no,cellular,5,may,399,1,-1,0,unknown,0
16184,26,technician,single,secondary,no,75,yes,no,unknown,27,may,337,2,-1,0,unknown,0
16185,35,technician,single,secondary,no,-229,yes,no,unknown,27,may,100,2,-1,0,unknown,0
16186,57,services,divorced,secondary,no,14,no,yes,cellular,22,jul,445,2,-1,0,unknown,0
16187,34,technician,married,secondary,no,6,yes,no,unknown,28,may,99,2,-1,0,unknown,0
16188,39,management,married,secondary,no,315,yes,no,telephone,17,apr,141,4,-1,0,unknown,0
16189,31,services,divorced,secondary,no,62,yes,no,cellular,12,may,56,3,351,3,other,0
16190,55,blue-collar,divorced,primary,no,0,no,no,unknown,19,jun,120,1,-1,0,unknown,0
16191,47,unknown,married,unknown,no,750,no,no,unknown,6,jun,188,1,-1,0,unknown,0
16192,35,admin.,married,tertiary,no,0,yes,no,cellular,28,jul,151,7,-1,0,unknown,0
16193,39,services,married,secondary,no,186,yes,no,cellular,17,apr,433,1,-1,0,unknown,0
16194,51,blue-collar,married,primary,no,51,no,no,unknown,27,may,121,2,-1,0,unknown,0
16195,32,admin.,single,secondary,no,781,no,no,cellular,20,nov,305,1,-1,0,unknown,0
16196,33,blue-collar,married,primary,no,902,yes,no,cellular,29,jan,207,2,247,2,failure,0
16197,46,blue-collar,single,secondary,no,0,no,no,unknown,21,may,27,10,-1,0,unknown,0
16198,26,student,single,secondary,no,620,no,no,cellular,17,feb,104,1,-1,0,unknown,1
16199,58,blue-collar,single,secondary,no,3612,yes,no,cellular,15,apr,563,1,-1,0,unknown,0
16200,32,admin.,married,secondary,no,340,yes,no,unknown,29,may,665,1,-1,0,unknown,0
16201,34,technician,married,secondary,no,-346,no,no,cellular,13,aug,136,4,-1,0,unknown,0
16202,30,management,married,tertiary,no,1825,yes,no,unknown,9,may,164,1,-1,0,unknown,0
16203,31,blue-collar,married,secondary,no,-723,yes,no,cellular,25,jul,112,2,-1,0,unknown,0
16204,55,blue-collar,married,primary,no,781,yes,no,cellular,3,feb,112,3,270,2,failure,0
16205,26,admin.,single,tertiary,no,3730,yes,no,cellular,11,mar,93,1,98,4,other,0
16206,33,blue-collar,married,secondary,no,2994,yes,no,cellular,20,nov,155,1,-1,0,unknown,0
16207,42,management,married,tertiary,no,8794,yes,no,unknown,29,may,166,3,-1,0,unknown,0
16208,53,services,married,secondary,no,-391,no,no,cellular,14,jul,122,3,-1,0,unknown,0
16209,56,housemaid,married,primary,no,657,no,no,unknown,16,jun,211,2,-1,0,unknown,0
16210,34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,jul,1156,1,-1,0,unknown,0
16211,61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,0
16212,49,retired,married,primary,no,192,no,no,cellular,10,jul,227,1,-1,0,unknown,0
16213,25,blue-collar,single,secondary,no,76,no,yes,cellular,28,jul,50,4,-1,0,unknown,0
16214,37,services,married,secondary,no,1784,yes,no,cellular,19,nov,19,5,-1,0,unknown,0
16215,38,technician,single,secondary,no,294,no,yes,cellular,25,jul,172,2,-1,0,unknown,0
16216,50,self-employed,married,secondary,no,6174,yes,yes,unknown,29,may,456,1,-1,0,unknown,0
16217,46,blue-collar,married,secondary,no,1728,yes,no,unknown,26,may,50,2,-1,0,unknown,0
16218,62,management,married,tertiary,no,3371,no,no,cellular,25,mar,187,1,178,2,success,1
16219,34,admin.,single,unknown,no,2434,yes,no,unknown,6,may,218,4,-1,0,unknown,0
16220,45,blue-collar,married,primary,no,900,yes,no,unknown,9,jun,213,1,-1,0,unknown,0
16221,28,services,married,primary,no,3,yes,no,cellular,14,may,9,1,-1,0,unknown,0
16222,39,blue-collar,married,primary,no,398,yes,no,cellular,12,may,256,1,-1,0,unknown,0
16223,26,student,single,tertiary,no,255,no,no,cellular,26,may,264,2,-1,0,unknown,0
16224,50,entrepreneur,married,tertiary,no,2442,no,no,cellular,3,feb,145,1,-1,0,unknown,0
16225,43,blue-collar,married,primary,no,1558,yes,no,unknown,12,may,110,3,-1,0,unknown,0
16226,26,blue-collar,married,primary,no,0,yes,no,unknown,21,may,425,1,-1,0,unknown,0
16227,29,services,single,secondary,no,1274,no,no,cellular,8,jul,136,1,-1,0,unknown,0
16228,34,technician,single,secondary,no,232,no,no,cellular,7,jul,130,1,-1,0,unknown,0
16229,25,services,married,secondary,no,-282,yes,yes,cellular,25,jul,198,1,-1,0,unknown,0
16230,47,blue-collar,married,secondary,no,310,yes,no,cellular,29,jul,145,3,-1,0,unknown,0
16231,45,blue-collar,married,secondary,no,1144,yes,no,unknown,22,oct,676,1,-1,0,unknown,1
16232,38,admin.,married,secondary,no,0,yes,no,telephone,16,jul,264,5,-1,0,unknown,0
16233,31,services,married,secondary,no,1422,no,no,cellular,30,apr,97,1,-1,0,unknown,0
16234,44,technician,single,secondary,no,0,no,no,cellular,20,aug,156,2,-1,0,unknown,0
16235,58,retired,married,secondary,no,1227,no,no,cellular,8,jul,625,1,156,1,failure,0
16236,30,blue-collar,married,secondary,no,486,yes,no,unknown,29,may,1109,3,-1,0,unknown,1
16237,48,blue-collar,married,primary,no,346,yes,no,cellular,20,apr,188,1,-1,0,unknown,0
16238,33,technician,single,tertiary,no,5234,no,no,unknown,2,jun,213,3,-1,0,unknown,0
16239,37,blue-collar,married,primary,no,-325,yes,yes,unknown,6,may,112,2,-1,0,unknown,0
16240,56,admin.,married,secondary,no,602,no,no,cellular,14,jun,458,1,130,8,success,1
16241,51,technician,married,secondary,no,532,yes,yes,cellular,18,nov,346,1,-1,0,unknown,0
16242,39,technician,married,secondary,no,94,no,no,unknown,16,jun,182,2,-1,0,unknown,0
16243,46,unemployed,divorced,secondary,yes,22,no,no,cellular,6,feb,8,10,-1,0,unknown,0
16244,38,blue-collar,single,secondary,no,519,yes,yes,unknown,18,jun,13,14,-1,0,unknown,0
16245,28,blue-collar,single,primary,no,150,no,yes,cellular,9,jul,112,2,-1,0,unknown,0
16246,50,management,married,secondary,no,0,yes,no,cellular,19,nov,122,2,-1,0,unknown,0
16247,48,management,single,tertiary,no,505,no,no,cellular,26,aug,320,5,-1,0,unknown,0
16248,56,technician,married,secondary,no,803,no,no,cellular,18,nov,432,2,-1,0,unknown,0
16249,53,blue-collar,married,primary,no,38,no,yes,cellular,15,jul,321,5,-1,0,unknown,0
16250,31,blue-collar,single,secondary,no,3,yes,no,unknown,5,may,200,2,-1,0,unknown,0
16251,57,retired,married,tertiary,no,53,no,no,telephone,29,jul,539,2,-1,0,unknown,0
16252,32,management,single,tertiary,no,697,no,no,cellular,30,apr,210,3,-1,0,unknown,0
16253,47,management,married,secondary,no,794,yes,yes,cellular,17,nov,564,2,-1,0,unknown,0
16254,60,retired,married,secondary,no,781,yes,yes,cellular,12,aug,128,5,-1,0,unknown,0
16255,56,housemaid,divorced,secondary,no,977,no,no,cellular,7,jul,1200,1,-1,0,unknown,0
16256,32,management,married,tertiary,no,233,yes,no,unknown,7,may,193,1,-1,0,unknown,0
16257,32,unemployed,single,tertiary,no,1974,no,no,cellular,4,feb,775,1,-1,0,unknown,0
16258,37,technician,married,secondary,no,523,yes,no,cellular,8,apr,171,2,139,4,failure,0
16259,43,blue-collar,married,primary,no,2519,yes,no,cellular,16,apr,257,2,146,9,other,0
16260,38,management,divorced,tertiary,no,637,yes,no,cellular,8,may,295,2,343,1,other,0
16261,49,services,married,tertiary,no,475,yes,no,cellular,28,jul,273,2,-1,0,unknown,0
16262,37,technician,married,secondary,no,28,no,no,cellular,21,aug,101,2,-1,0,unknown,0
16263,48,management,single,tertiary,no,830,no,no,cellular,25,aug,961,4,-1,0,unknown,1
16264,47,services,married,secondary,no,-835,yes,yes,unknown,25,jun,231,1,-1,0,unknown,0
16265,58,retired,married,secondary,no,1604,yes,no,unknown,2,jun,358,3,-1,0,unknown,0
16266,33,blue-collar,married,primary,no,80,yes,no,cellular,18,may,126,1,-1,0,unknown,0
16267,36,blue-collar,married,secondary,no,1587,yes,no,cellular,28,jul,200,2,-1,0,unknown,0
16268,34,management,married,tertiary,no,336,yes,yes,unknown,8,may,84,2,-1,0,unknown,0
16269,35,blue-collar,married,primary,no,2730,yes,no,unknown,21,may,65,1,-1,0,unknown,0
16270,46,admin.,divorced,tertiary,no,-363,no,yes,cellular,30,jul,96,11,-1,0,unknown,0
16271,53,technician,married,secondary,no,4541,yes,no,unknown,15,may,190,6,-1,0,unknown,0
16272,65,retired,married,secondary,no,3409,no,no,cellular,15,feb,92,2,-1,0,unknown,0
16273,28,admin.,married,secondary,no,-31,yes,no,cellular,12,may,369,1,-1,0,unknown,0
16274,53,management,married,tertiary,no,3105,yes,yes,cellular,21,nov,84,2,-1,0,unknown,0
16275,36,blue-collar,married,primary,no,403,yes,no,unknown,4,jun,920,1,-1,0,unknown,1
16276,39,blue-collar,married,secondary,no,648,yes,no,cellular,29,jan,85,2,240,1,failure,0
16277,34,services,married,secondary,no,1632,no,no,cellular,27,aug,65,6,-1,0,unknown,0
16278,43,unknown,married,primary,no,644,no,no,telephone,5,feb,195,2,-1,0,unknown,0
16279,57,blue-collar,married,primary,no,831,no,no,unknown,9,jun,166,3,-1,0,unknown,0
16280,37,self-employed,married,secondary,yes,0,yes,no,cellular,17,jul,158,1,-1,0,unknown,0
16281,34,admin.,married,secondary,no,2064,yes,no,unknown,26,may,165,2,-1,0,unknown,0
16282,20,student,single,secondary,no,1191,no,no,cellular,12,feb,274,1,-1,0,unknown,0
16283,41,technician,divorced,secondary,no,225,yes,yes,unknown,13,may,139,1,-1,0,unknown,0
16284,43,technician,divorced,secondary,no,-36,yes,no,cellular,5,aug,292,1,-1,0,unknown,0
16285,51,unemployed,married,tertiary,no,1634,yes,no,cellular,22,jul,168,4,-1,0,unknown,0
16286,43,admin.,divorced,secondary,no,540,yes,no,cellular,30,jan,74,1,-1,0,unknown,0
16287,53,management,divorced,tertiary,no,913,no,no,cellular,20,aug,173,3,-1,0,unknown,0
16288,50,blue-collar,married,secondary,no,-160,yes,no,unknown,28,may,600,2,-1,0,unknown,0
16289,44,management,divorced,tertiary,no,7541,yes,no,telephone,1,jun,55,2,82,1,other,0
16290,46,admin.,single,tertiary,no,377,yes,no,unknown,5,may,98,2,-1,0,unknown,0
16291,38,management,married,tertiary,no,3440,no,no,cellular,20,aug,471,10,-1,0,unknown,0
16292,30,services,married,secondary,no,384,yes,no,unknown,16,jun,27,3,-1,0,unknown,0
16293,24,student,single,secondary,no,154,no,no,cellular,4,sep,205,2,-1,0,unknown,0
16294,31,blue-collar,single,secondary,no,-159,no,yes,telephone,21,nov,49,1,-1,0,unknown,0
16295,31,management,married,tertiary,no,22546,yes,no,cellular,14,may,8,6,267,4,failure,0
16296,27,blue-collar,married,secondary,no,4333,no,no,cellular,20,apr,163,1,-1,0,unknown,1
16297,30,technician,married,secondary,no,590,yes,no,unknown,23,may,242,3,-1,0,unknown,0
16298,39,admin.,married,secondary,no,2783,yes,no,cellular,12,may,131,2,-1,0,unknown,0
16299,39,self-employed,married,primary,no,2165,yes,no,cellular,18,nov,213,1,-1,0,unknown,0
16300,55,admin.,single,secondary,no,1854,yes,no,unknown,30,may,34,2,-1,0,unknown,0
16301,34,admin.,married,unknown,no,3,yes,no,unknown,5,may,120,3,-1,0,unknown,0
16302,51,self-employed,married,tertiary,no,146,no,no,cellular,18,nov,150,2,126,3,failure,0
16303,31,management,single,tertiary,no,74,yes,yes,cellular,15,may,13,11,-1,0,unknown,0
16304,29,admin.,married,secondary,no,795,yes,yes,cellular,10,jul,270,2,-1,0,unknown,0
16305,30,services,married,secondary,no,152,yes,no,unknown,9,may,115,2,-1,0,unknown,0
16306,55,management,divorced,unknown,no,2,yes,no,unknown,19,may,95,1,-1,0,unknown,0
16307,50,blue-collar,married,secondary,no,2419,yes,no,cellular,11,may,309,1,342,3,other,0
16308,35,services,divorced,secondary,no,305,no,no,unknown,9,jun,327,2,-1,0,unknown,0
16309,26,technician,single,secondary,no,7,yes,no,cellular,22,jul,188,2,-1,0,unknown,0
16310,39,management,married,tertiary,no,1209,no,no,cellular,20,nov,60,1,-1,0,unknown,0
16311,43,services,divorced,unknown,no,159,no,no,unknown,16,jun,112,4,-1,0,unknown,0
16312,35,blue-collar,divorced,unknown,no,164,no,no,unknown,11,jun,967,2,-1,0,unknown,1
16313,51,management,single,tertiary,no,102127,no,no,cellular,3,jun,90,1,-1,0,unknown,0
16314,43,blue-collar,single,secondary,no,9102,yes,no,cellular,19,nov,72,1,-1,0,unknown,0
16315,32,management,single,tertiary,no,974,yes,no,unknown,3,jun,228,1,-1,0,unknown,0
16316,45,blue-collar,married,primary,no,810,yes,no,unknown,15,may,213,4,-1,0,unknown,0
16317,57,retired,divorced,secondary,no,24,no,yes,cellular,14,jul,407,2,-1,0,unknown,0
16318,29,technician,single,secondary,no,115,no,no,unknown,27,may,340,1,-1,0,unknown,0
16319,56,admin.,married,secondary,no,0,yes,no,telephone,19,nov,154,2,-1,0,unknown,0
16320,31,blue-collar,married,primary,no,290,yes,no,cellular,15,may,148,1,291,3,failure,0
16321,28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,1
16322,26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success,1
16323,35,services,married,secondary,no,0,yes,no,cellular,24,jul,810,1,-1,0,unknown,0
16324,35,services,married,secondary,no,456,yes,yes,unknown,2,jun,100,4,-1,0,unknown,0
16325,22,student,single,unknown,no,2281,no,no,cellular,8,sep,221,1,-1,0,unknown,0
16326,39,services,married,secondary,no,1068,yes,no,cellular,14,jul,214,3,-1,0,unknown,0
16327,31,services,married,secondary,no,-309,yes,no,unknown,26,may,269,1,-1,0,unknown,0
16328,53,housemaid,married,primary,no,994,no,yes,cellular,28,jul,1339,3,-1,0,unknown,0
16329,54,blue-collar,married,secondary,no,1765,yes,no,unknown,14,may,188,1,-1,0,unknown,0
16330,32,technician,single,tertiary,no,2626,yes,yes,cellular,7,may,217,2,351,2,other,0
16331,29,blue-collar,married,unknown,no,356,yes,no,unknown,4,jun,169,2,-1,0,unknown,0
16332,43,blue-collar,divorced,primary,no,-76,yes,no,cellular,14,jul,124,3,-1,0,unknown,0
16333,38,blue-collar,married,secondary,no,924,yes,no,unknown,21,may,108,2,-1,0,unknown,0
16334,31,services,married,secondary,no,143,yes,no,cellular,13,may,221,2,-1,0,unknown,0
16335,37,management,married,tertiary,no,0,no,no,cellular,15,jan,426,2,196,1,other,1
16336,23,admin.,single,secondary,no,0,yes,no,cellular,17,apr,171,2,-1,0,unknown,0
16337,56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,0
16338,30,technician,single,secondary,no,2573,yes,no,unknown,5,may,67,2,-1,0,unknown,0
16339,35,blue-collar,single,primary,no,-631,yes,no,cellular,28,jul,124,3,-1,0,unknown,0
16340,39,admin.,married,secondary,no,140,no,no,cellular,4,may,40,5,-1,0,unknown,0
16341,49,retired,single,primary,no,505,no,no,unknown,9,jun,35,1,-1,0,unknown,0
16342,40,services,married,secondary,no,191,yes,no,cellular,18,may,201,2,293,6,other,0
16343,41,management,married,tertiary,no,725,no,no,cellular,26,aug,460,10,-1,0,unknown,0
16344,35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,may,456,1,300,1,failure,1
16345,70,management,married,tertiary,no,13297,no,no,cellular,2,feb,579,2,-1,0,unknown,0
16346,46,blue-collar,married,secondary,no,922,no,yes,cellular,14,jul,151,2,-1,0,unknown,0
16347,37,technician,married,secondary,no,0,no,no,cellular,5,aug,409,1,-1,0,unknown,0
16348,40,unemployed,single,secondary,no,350,yes,no,unknown,7,may,287,1,-1,0,unknown,0
16349,25,entrepreneur,single,tertiary,no,347,no,no,cellular,20,aug,267,1,-1,0,unknown,1
16350,59,retired,married,primary,no,5521,yes,yes,unknown,13,may,94,1,-1,0,unknown,0
16351,32,self-employed,married,secondary,no,610,yes,no,unknown,28,may,75,6,-1,0,unknown,0
16352,28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,1
16353,31,blue-collar,married,primary,no,81,yes,no,unknown,13,may,245,4,-1,0,unknown,0
16354,51,blue-collar,married,unknown,no,37,yes,no,unknown,7,may,256,6,-1,0,unknown,0
16355,41,technician,married,secondary,no,248,no,no,cellular,20,aug,156,2,-1,0,unknown,0
16356,34,services,married,secondary,no,24,yes,no,unknown,28,may,124,1,-1,0,unknown,0
16357,34,management,married,tertiary,no,2892,yes,yes,cellular,30,jul,1165,7,-1,0,unknown,0
16358,38,entrepreneur,single,tertiary,no,638,yes,no,unknown,9,may,150,1,-1,0,unknown,0
16359,25,admin.,married,secondary,no,18,yes,no,cellular,18,jul,225,1,-1,0,unknown,0
16360,42,technician,married,secondary,no,473,yes,no,cellular,7,jul,216,5,-1,0,unknown,0
16361,45,technician,married,secondary,no,1673,no,no,cellular,23,oct,76,1,-1,0,unknown,0
16362,57,technician,married,secondary,no,589,yes,no,cellular,28,jan,198,1,244,1,other,0
16363,27,technician,single,secondary,no,-437,no,no,cellular,4,feb,352,1,216,2,other,0
16364,34,blue-collar,single,secondary,no,62,yes,no,cellular,14,may,105,1,-1,0,unknown,0
16365,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,1
16366,39,entrepreneur,married,tertiary,no,442,no,no,cellular,21,nov,10,3,-1,0,unknown,0
16367,31,admin.,single,secondary,no,523,no,yes,cellular,2,feb,323,1,109,5,failure,0
16368,58,retired,married,primary,no,650,yes,yes,cellular,17,apr,114,3,-1,0,unknown,0
16369,40,blue-collar,married,primary,no,68,yes,no,unknown,30,may,170,19,-1,0,unknown,0
16370,37,technician,married,primary,no,1653,yes,yes,cellular,11,may,285,2,349,10,failure,0
16371,32,technician,single,tertiary,no,257,yes,no,unknown,2,jun,183,5,-1,0,unknown,0
16372,34,management,married,secondary,no,29,no,yes,cellular,17,jul,94,2,-1,0,unknown,0
16373,37,blue-collar,married,primary,no,397,yes,no,telephone,14,may,13,5,-1,0,unknown,0
16374,34,management,married,tertiary,yes,0,no,yes,cellular,21,nov,18,9,-1,0,unknown,0
16375,39,management,married,tertiary,no,346,no,no,cellular,30,jul,230,3,-1,0,unknown,0
16376,28,blue-collar,married,primary,no,26,no,no,unknown,12,may,40,3,-1,0,unknown,0
16377,42,admin.,divorced,secondary,no,241,yes,no,cellular,15,may,1012,3,-1,0,unknown,1
16378,45,admin.,single,secondary,no,276,no,yes,unknown,9,jun,346,2,-1,0,unknown,0
16379,34,services,single,secondary,no,1758,yes,no,cellular,6,feb,14,8,-1,0,unknown,0
16380,35,management,married,tertiary,no,440,yes,no,unknown,20,may,110,1,-1,0,unknown,0
16381,33,management,married,tertiary,no,2750,no,no,cellular,5,feb,242,1,-1,0,unknown,0
16382,32,blue-collar,married,secondary,yes,-238,yes,no,unknown,27,may,427,1,-1,0,unknown,0
16383,26,admin.,single,tertiary,no,760,yes,no,cellular,6,sep,164,2,186,7,success,0
16384,56,management,divorced,secondary,no,278,yes,no,unknown,17,jun,269,1,-1,0,unknown,0
16385,30,admin.,single,secondary,no,1249,no,no,cellular,8,jul,220,4,-1,0,unknown,0
16386,56,management,divorced,tertiary,no,-563,no,no,cellular,16,jul,79,1,-1,0,unknown,0
16387,43,unknown,married,secondary,no,1926,no,no,telephone,7,jul,89,13,-1,0,unknown,0
16388,47,technician,married,secondary,no,1387,yes,no,unknown,30,may,219,4,-1,0,unknown,0
